callsign,affiliation,date,weekday,ideology,national_politics,local_politics,sinclair2017,post,month
KECI,NBC,2017-07-18,Tue,-0.044280792888917994,0.1204377486419753,0.1048636198765432,1,0,Jul
KHSL,CBS,2017-07-18,Tue,0.1319683346804085,0.1454627565151515,0.2513623915151515,0,0,Jul
KNVN,NBC,2017-07-18,Tue,0.17125706378020666,0.14156135264367817,0.2499158332183908,0,0,Jul
KPAX,CBS,2017-07-18,Tue,0.22869328174999465,0.18588317640625002,0.11645444968749999,0,0,Jul
KRBC,NBC,2017-07-18,Tue,0.0629321415633167,0.11132246532258064,0.1383643070967742,0,0,Jul
KRCR,ABC,2017-07-18,Tue,0.14410240147336567,0.09627592296703297,0.2386798532967033,1,0,Jul
KTAB,CBS,2017-07-18,Tue,0.15459077393898618,0.08932034525641025,0.13571720243589744,0,0,Jul
KTMF,ABC,2017-07-18,Tue,-0.020267841275332373,0.141353148,0.1422290228,0,0,Jul
KTVM,NBC,2017-07-18,Tue,0.09219634566738835,0.138163693125,0.10930034175,1,0,Jul
KTXS,ABC,2017-07-18,Tue,1.3905772238807207e-4,0.09840216411764707,0.05864716279411765,1,0,Jul
KWYB,ABC,2017-07-18,Tue,-0.03499582217036051,0.1388378048,0.1461663996,0,0,Jul
KXVA,FOX,2017-07-18,Tue,NA,0.021356424782608695,0.08332250043478262,0,0,Jul
WCTI,ABC,2017-07-18,Tue,0.13930671895761312,0.11887823571874999,0.11658868416666666,1,0,Jul
WCYB,NBC,2017-07-18,Tue,0.1282984579735243,0.18962040615384618,0.15558223967032966,1,0,Jul
WEMT,FOX,2017-07-18,Tue,0.1320500292688701,0.20241654333333334,0.1258333275,1,0,Jul
WITN,NBC,2017-07-18,Tue,0.13255346920063749,0.14021307469135802,0.09588527790123458,0,0,Jul
WJHL,CBS,2017-07-18,Tue,0.096081847403703,0.14820112836538463,0.17736630701923078,0,0,Jul
WNCT,CBS,2017-07-18,Tue,0.20042762266801745,0.13938664155555558,0.140686199,0,0,Jul
WYDO,FOX,2017-07-18,Tue,0.21727005807862937,0.1615694404347826,0.1407206347826087,1,0,Jul
KAEF,ABC,2017-07-19,Wed,0.2897833449274998,0.10104840893939394,0.24862298833333335,1,0,Jul
KBVU,FOX,2017-07-19,Wed,NA,0.043376523,0.258684444,1,0,Jul
KBZK,CBS,2017-07-19,Wed,0.15349148829481862,0.25631484491525425,0.09728978576271186,0,0,Jul
KCVU,FOX,2017-07-19,Wed,NA,0.07243176909090909,0.2696792009090909,1,0,Jul
KECI,NBC,2017-07-19,Wed,-0.11453980851893279,0.1170308130487805,0.12225458939024392,1,0,Jul
KHSL,CBS,2017-07-19,Wed,0.07957803929895117,0.14573710357142855,0.3091984877142857,0,0,Jul
KNVN,NBC,2017-07-19,Wed,0.08223295177922367,0.13570009505882352,0.2738622702352941,0,0,Jul
KPAX,CBS,2017-07-19,Wed,0.19113380782707598,0.28026272596774193,0.09518049806451613,0,0,Jul
KRBC,NBC,2017-07-19,Wed,0.22018688188723018,0.10790789711864407,0.19514953915254235,0,0,Jul
KRCR,ABC,2017-07-19,Wed,0.2304701093418533,0.10845614222222222,0.2241509528888889,1,0,Jul
KTAB,CBS,2017-07-19,Wed,0.1932461628821715,0.0739757662195122,0.1112153906097561,0,0,Jul
KTMF,ABC,2017-07-19,Wed,NA,0.11537724541666666,0.17185606041666668,0,0,Jul
KTVM,NBC,2017-07-19,Wed,-0.11799606787225987,0.13040928329268292,0.12883812609756096,1,0,Jul
KTXS,ABC,2017-07-19,Wed,0.06272079469129009,0.10070272408450703,0.10651045042253521,1,0,Jul
KWYB,ABC,2017-07-19,Wed,0.03324277573890438,0.11711383782608696,0.13964339826086958,0,0,Jul
KXVA,FOX,2017-07-19,Wed,NA,0.003712655,0.03707903416666667,0,0,Jul
WCTI,ABC,2017-07-19,Wed,0.1961335013038652,0.1685471317894737,0.07972060242105264,1,0,Jul
WCYB,NBC,2017-07-19,Wed,0.11379408739469152,0.1975968238202247,0.18318337561797754,1,0,Jul
WEMT,FOX,2017-07-19,Wed,0.2732077070548759,0.2616790769565217,0.14665812782608695,1,0,Jul
WITN,NBC,2017-07-19,Wed,0.21743066304366354,0.1551022095180723,0.11947332626506024,0,0,Jul
WJHL,CBS,2017-07-19,Wed,0.11582045350485576,0.11621841117647058,0.1771190474509804,0,0,Jul
WNCT,CBS,2017-07-19,Wed,0.10125589497427896,0.14519350186046512,0.15010661186046512,0,0,Jul
WYDO,FOX,2017-07-19,Wed,0.5799876600774131,0.12619700833333333,0.12145640416666667,1,0,Jul
KAEF,ABC,2017-07-20,Thu,NA,0.11464126088235295,0.24502411514705882,1,0,Jul
KBVU,FOX,2017-07-20,Thu,NA,0.05664736333333333,0.33227815666666666,1,0,Jul
KBZK,CBS,2017-07-20,Thu,0.03544991206542951,0.21715504736842106,0.10203281122807017,0,0,Jul
KCVU,FOX,2017-07-20,Thu,0.08649570700079233,0.20808024090909089,0.1599963409090909,1,0,Jul
KECI,NBC,2017-07-20,Thu,0.08355611057106561,0.11801578289156626,0.09857004012048193,1,0,Jul
KHSL,CBS,2017-07-20,Thu,0.07044709477647193,0.12669738376811596,0.2709438268115942,0,0,Jul
KNVN,NBC,2017-07-20,Thu,0.08078274774332686,0.13235403891304348,0.25992637326086954,0,0,Jul
KPAX,CBS,2017-07-20,Thu,0.08622056435604729,0.19882798515151517,0.09606543424242424,0,0,Jul
KRBC,NBC,2017-07-20,Thu,0.19489422706697218,0.07691083779661018,0.12393096220338984,0,0,Jul
KRCR,ABC,2017-07-20,Thu,0.10253344012478587,0.18503928261363636,0.19464915829545454,1,0,Jul
KTAB,CBS,2017-07-20,Thu,0.05939663448348545,0.046986322125,0.13915594312500001,0,0,Jul
KTMF,ABC,2017-07-20,Thu,0.04668148020903475,0.11382798625,0.060416484166666666,0,0,Jul
KTVM,NBC,2017-07-20,Thu,0.1232368133531499,0.13777043197530864,0.12252770888888889,1,0,Jul
KTXS,ABC,2017-07-20,Thu,0.1028672708447117,0.09501679971014493,0.09093658782608696,1,0,Jul
KWYB,ABC,2017-07-20,Thu,0.046236448760509793,0.11652992875000001,0.06689600125,0,0,Jul
KWYB,ABC,2017-07-20,Thu,NA,0.1920247,0.0059261999999999995,0,0,Jul
KXVA,FOX,2017-07-20,Thu,NA,0.021317717000000003,0.0428409565,0,0,Jul
WCTI,ABC,2017-07-20,Thu,0.12984534137708933,0.15362222052083332,0.1131798784375,1,0,Jul
WCYB,NBC,2017-07-20,Thu,-0.010348115714181618,0.1577316521111111,0.1772065322222222,1,0,Jul
WEMT,FOX,2017-07-20,Thu,0.050041188937207964,0.19864062999999998,0.16305052625,1,0,Jul
WITN,NBC,2017-07-20,Thu,0.038150639544289836,0.18230198926829266,0.06704871573170731,0,0,Jul
WJHL,CBS,2017-07-20,Thu,0.09594189286839326,0.14217343682692307,0.17667772153846154,0,0,Jul
WNCT,CBS,2017-07-20,Thu,0.0509687484635036,0.1358517497802198,0.15786660802197802,0,0,Jul
WYDO,FOX,2017-07-20,Thu,0.08017315202215475,0.12417629416666666,0.13134804583333334,1,0,Jul
KAEF,ABC,2017-07-21,Fri,NA,0.06617099971014492,0.25860933927536234,1,0,Jul
KBVU,FOX,2017-07-21,Fri,NA,0.07908186727272727,0.2768921718181818,1,0,Jul
KBZK,CBS,2017-07-21,Fri,0.0911096535569981,0.20828151370370374,0.13029857462962963,0,0,Jul
KCVU,FOX,2017-07-21,Fri,NA,0.03030498363636364,0.1932945809090909,1,0,Jul
KECI,NBC,2017-07-21,Fri,0.0559000404058292,0.07451224674698795,0.091976461686747,1,0,Jul
KHSL,CBS,2017-07-21,Fri,0.09648076743499763,0.19780844362068964,0.22949945620689655,0,0,Jul
KNVN,NBC,2017-07-21,Fri,0.07949481651008126,0.15834397021505375,0.2508685065591398,0,0,Jul
KPAX,CBS,2017-07-21,Fri,0.07728070520742132,0.12998977951612903,0.1347431651612903,0,0,Jul
KRBC,NBC,2017-07-21,Fri,0.15721494890001525,0.09160198283333335,0.17705076050000002,0,0,Jul
KRCR,ABC,2017-07-21,Fri,0.0790526571616523,0.10530467111111111,0.23252901777777776,1,0,Jul
KTAB,CBS,2017-07-21,Fri,0.1265484088299052,0.09065512353658536,0.12247152780487805,0,0,Jul
KTMF,ABC,2017-07-21,Fri,-0.11157526785091353,0.15586959304347828,0.10326322739130434,0,0,Jul
KTVM,NBC,2017-07-21,Fri,-0.05367431044786923,0.08369181475,0.103504824375,1,0,Jul
KTXS,ABC,2017-07-21,Fri,-0.027278876172590786,0.05804907701492537,0.1391808837313433,1,0,Jul
KWYB,ABC,2017-07-21,Fri,-0.11544927873624251,0.15780869428571428,0.08821835380952381,0,0,Jul
KXVA,FOX,2017-07-21,Fri,NA,0.03439433923076923,0.0816078146153846,0,0,Jul
WCTI,ABC,2017-07-21,Fri,0.0365446340667432,0.12984825194680852,0.12527104724468086,1,0,Jul
WCYB,NBC,2017-07-21,Fri,0.05000473459703628,0.14999998382022472,0.22821294359550562,1,0,Jul
WEMT,FOX,2017-07-21,Fri,0.10115389640927207,0.14157807217391305,0.14682411304347825,1,0,Jul
WITN,NBC,2017-07-21,Fri,0.07152969652215799,0.1227677387804878,0.10118656634146342,0,0,Jul
WJHL,CBS,2017-07-21,Fri,-0.0077923736983719575,0.09704352932038834,0.22632686087378642,0,0,Jul
WNCT,CBS,2017-07-21,Fri,0.15759990198511584,0.14064475380434782,0.15664630760869563,0,0,Jul
WYDO,FOX,2017-07-21,Fri,NA,0.09004424833333333,0.12867451041666667,1,0,Jul
KAEF,ABC,2017-07-24,Mon,0.003473073548052689,0.050516592058823535,0.19632271588235292,1,0,Jul
KBVU,FOX,2017-07-24,Mon,NA,0.005530143636363637,0.26318965363636365,1,0,Jul
KBZK,CBS,2017-07-24,Mon,0.03438166063805439,0.159560574137931,0.09320881534482758,0,0,Jul
KCVU,FOX,2017-07-24,Mon,0.305066067531647,0.07343385083333333,0.2015327808333333,1,0,Jul
KECI,NBC,2017-07-24,Mon,0.023252232975741093,0.088823466375,0.09494821412500001,1,0,Jul
KHSL,CBS,2017-07-24,Mon,0.14873413091395546,0.1356985530882353,0.2496281082352941,0,0,Jul
KNVN,NBC,2017-07-24,Mon,0.1212089806821927,0.12880970869565217,0.24965395619565217,0,0,Jul
KPAX,CBS,2017-07-24,Mon,0.07015263804933619,0.12555176915254238,0.1350480420338983,0,0,Jul
KRBC,NBC,2017-07-24,Mon,0.20781211869642968,0.08563850118644067,0.14909740728813559,0,0,Jul
KRCR,ABC,2017-07-24,Mon,0.09640903715542436,0.09902751849462366,0.17071834139784947,1,0,Jul
KTAB,CBS,2017-07-24,Mon,0.17442652134802478,0.08517914721518988,0.12277350392405062,0,0,Jul
KTMF,ABC,2017-07-24,Mon,0.11012575265374014,0.09478074454545456,0.07777703454545454,0,0,Jul
KTVM,NBC,2017-07-24,Mon,-0.009782528899992598,0.11200934974358975,0.09721457192307692,1,0,Jul
KTXS,ABC,2017-07-24,Mon,0.11805182116046684,0.096896851,0.09032209642857142,1,0,Jul
KWYB,ABC,2017-07-24,Mon,0.06788675483666144,0.0935116090909091,0.07825980272727273,0,0,Jul
KXVA,FOX,2017-07-24,Mon,NA,0.04122315263157895,0.08055450210526316,0,0,Jul
WCTI,ABC,2017-07-24,Mon,-0.02071621210755453,0.11480848079569891,0.08919140843010753,1,0,Jul
WCYB,NBC,2017-07-24,Mon,0.09069341643522141,0.1381103178021978,0.13264545945054945,1,0,Jul
WEMT,FOX,2017-07-24,Mon,0.04930179010637123,0.16669413739130434,0.20288816260869566,1,0,Jul
WITN,NBC,2017-07-24,Mon,0.12666572929404132,0.13481129604938272,0.07788689814814814,0,0,Jul
WJHL,CBS,2017-07-24,Mon,0.1080867973667378,0.09437720914285715,0.3204788804285714,0,0,Jul
WNCT,CBS,2017-07-24,Mon,0.11417077530799545,0.11846326369565219,0.07317328826086957,0,0,Jul
WYDO,FOX,2017-07-24,Mon,0.052728366231582176,0.12835606541666666,0.12131713416666667,1,0,Jul
KAEF,ABC,2017-07-25,Tue,0.07970030160853,0.13477810295774648,0.17894077450704227,1,0,Jul
KBVU,FOX,2017-07-25,Tue,0.2360739915220486,0.18139793636363638,0.27281627454545454,1,0,Jul
KBZK,CBS,2017-07-25,Tue,0.07993220925481236,0.16988012793103446,0.09739469344827587,0,0,Jul
KCVU,FOX,2017-07-25,Tue,-0.048781055009261165,0.1768585518181818,0.18991417272727273,1,0,Jul
KECI,NBC,2017-07-25,Tue,0.05106351501325665,0.11901676243902438,0.10360917170731707,1,0,Jul
KHSL,CBS,2017-07-25,Tue,0.034588604162398166,0.15847528785714285,0.21789432171428572,0,0,Jul
KNVN,NBC,2017-07-25,Tue,0.03835739309328539,0.15710311021276596,0.21478624936170213,0,0,Jul
KPAX,CBS,2017-07-25,Tue,0.0041212207461832255,0.14332681546875,0.11989743656250001,0,0,Jul
KRBC,NBC,2017-07-25,Tue,0.1227115342822069,0.14396208278688524,0.13938005540983606,0,0,Jul
KRCR,ABC,2017-07-25,Tue,0.10439853039987879,0.13004258044943817,0.17076575179775283,1,0,Jul
KTAB,CBS,2017-07-25,Tue,0.14763901199849772,0.0809693775949367,0.15574931670886077,0,0,Jul
KTMF,ABC,2017-07-25,Tue,NA,0.09415875318181818,0.16121115227272728,0,0,Jul
KTVM,NBC,2017-07-25,Tue,0.10222919813415805,0.1589595154878049,0.11780223682926828,1,0,Jul
KTXS,ABC,2017-07-25,Tue,-0.057775433078292644,0.08988540885714286,0.09752651571428572,1,0,Jul
KWYB,ABC,2017-07-25,Tue,NA,0.09691521285714286,0.11264170857142858,0,0,Jul
KXVA,FOX,2017-07-25,Tue,NA,0.01746109833333333,0.07309468555555555,0,0,Jul
WCTI,ABC,2017-07-25,Tue,0.12085012938094271,0.15605484521276597,0.10973084255319149,1,0,Jul
WCYB,NBC,2017-07-25,Tue,0.10181579851416722,0.16374097723404255,0.13241134861702128,1,0,Jul
WEMT,FOX,2017-07-25,Tue,0.11190680712208272,0.11938342739130436,0.16798659260869567,1,0,Jul
WITN,NBC,2017-07-25,Tue,0.16001989638016217,0.1342536298734177,0.12339886405063291,0,0,Jul
WJHL,CBS,2017-07-25,Tue,0.08046990379998703,0.10382444366197183,0.2268979761971831,0,0,Jul
WNCT,CBS,2017-07-25,Tue,-0.038111195320356436,0.14041215827956988,0.12457330655913978,0,0,Jul
WYDO,FOX,2017-07-25,Tue,0.10283626655526769,0.10057902375000001,0.06747359708333332,1,0,Jul
KAEF,ABC,2017-07-26,Wed,0.25698400252081527,0.11660030757142856,0.23915618514285714,1,0,Jul
KBVU,FOX,2017-07-26,Wed,0.32354302856128025,0.16845138818181818,0.2936645372727273,1,0,Jul
KBZK,CBS,2017-07-26,Wed,0.11857333335142364,0.22753886472727275,0.14519724236363638,0,0,Jul
KCVU,FOX,2017-07-26,Wed,NA,0.04495096636363636,0.22449532,1,0,Jul
KECI,NBC,2017-07-26,Wed,0.07358592677826933,0.10163096927710843,0.09315679240963855,1,0,Jul
KHSL,CBS,2017-07-26,Wed,0.1315940211276435,0.19695109768115943,0.24885717652173914,0,0,Jul
KNVN,NBC,2017-07-26,Wed,0.16924230600743465,0.2159600645054945,0.23545883824175823,0,0,Jul
KPAX,CBS,2017-07-26,Wed,0.16012112745710397,0.21812746921875,0.0891522790625,0,0,Jul
KRBC,NBC,2017-07-26,Wed,0.2507180892688728,0.10218732524590164,0.21084503278688524,0,0,Jul
KRCR,ABC,2017-07-26,Wed,0.11884371648143793,0.1158638256521739,0.22746834880434783,1,0,Jul
KTAB,CBS,2017-07-26,Wed,0.14949632574493155,0.11279310794871795,0.12955491666666666,0,0,Jul
KTMF,ABC,2017-07-26,Wed,0.29782168178418705,0.08122219954545455,0.09101372818181819,0,0,Jul
KTVM,NBC,2017-07-26,Wed,0.013486906904152522,0.1197973563414634,0.10081373707317073,1,0,Jul
KTXS,ABC,2017-07-26,Wed,0.08264936053223688,0.14073949608695652,0.07341333565217392,1,0,Jul
KWYB,ABC,2017-07-26,Wed,0.295409282571013,0.0985304756521739,0.08009973347826087,0,0,Jul
KXVA,FOX,2017-07-26,Wed,NA,0.04465699153846154,0.08345038153846154,0,0,Jul
WCTI,ABC,2017-07-26,Wed,0.02647695299098599,0.13272576265957448,0.08439648925531915,1,0,Jul
WCYB,NBC,2017-07-26,Wed,0.07573938379547734,0.19158322311827958,0.20950154978494623,1,0,Jul
WEMT,FOX,2017-07-26,Wed,0.08029849094898245,0.21744109583333332,0.20002391875,1,0,Jul
WITN,NBC,2017-07-26,Wed,0.13308750967536562,0.14902564148148148,0.10964641901234568,0,0,Jul
WJHL,CBS,2017-07-26,Wed,0.15032179232013587,0.07744813583333333,0.3771907534722222,0,0,Jul
WNCT,CBS,2017-07-26,Wed,0.16875421898987386,0.14030793651685394,0.16978450247191013,0,0,Jul
WYDO,FOX,2017-07-26,Wed,0.11918345168157109,0.13481773333333333,0.09785538875000001,1,0,Jul
KAEF,ABC,2017-07-27,Thu,0.09383831156784302,0.055657528,0.22314466614285713,1,0,Jul
KBVU,FOX,2017-07-27,Thu,NA,0.024606905454545455,0.30511654363636365,1,0,Jul
KBZK,CBS,2017-07-27,Thu,0.01648656473797754,0.13686980155172412,0.1739800044827586,0,0,Jul
KCVU,FOX,2017-07-27,Thu,0.108718929704205,0.18565579909090912,0.14022289181818182,1,0,Jul
KECI,NBC,2017-07-27,Thu,0.04200397664590776,0.07054452740740741,0.1348894161728395,1,0,Jul
KHSL,CBS,2017-07-27,Thu,-0.15413947317835935,0.118188245942029,0.30518207333333336,0,0,Jul
KNVN,NBC,2017-07-27,Thu,-0.12344593030499482,0.10345881457446808,0.32022368085106384,0,0,Jul
KPAX,CBS,2017-07-27,Thu,0.06763369123041428,0.1293287915625,0.100618365625,0,0,Jul
KRBC,NBC,2017-07-27,Thu,0.16192440772883032,0.06008763666666666,0.20758936733333333,0,0,Jul
KRCR,ABC,2017-07-27,Thu,0.10099888816950456,0.10756192813186813,0.22464626472527474,1,0,Jul
KTAB,CBS,2017-07-27,Thu,0.16198109080445638,0.05717079537037037,0.12615548296296297,0,0,Jul
KTMF,ABC,2017-07-27,Thu,0.03647042491172662,0.11793348652173913,0.11603373869565217,0,0,Jul
KTVM,NBC,2017-07-27,Thu,-0.05268808462064553,0.089973166875,0.132993881125,1,0,Jul
KTXS,ABC,2017-07-27,Thu,0.030215357295877685,0.13186095470588236,0.07766439823529411,1,0,Jul
KWYB,ABC,2017-07-27,Thu,0.04177203201424889,0.11131480043478262,0.1240170704347826,0,0,Jul
KXVA,FOX,2017-07-27,Thu,NA,0.04443267928571429,0.09776163428571429,0,0,Jul
WCTI,ABC,2017-07-27,Thu,0.06399728864846255,0.13130213471875,0.102244411875,1,0,Jul
WCYB,NBC,2017-07-27,Thu,-0.054564251935991785,0.14686903851063832,0.12753230234042554,1,0,Jul
WEMT,FOX,2017-07-27,Thu,0.2832884402464637,0.13101113772727274,0.17884231954545454,1,0,Jul
WITN,NBC,2017-07-27,Thu,0.07241875770466147,0.125667109625,0.12844694037499998,0,0,Jul
WJHL,CBS,2017-07-27,Thu,0.17265020565145994,0.11539002491803278,0.1637252775409836,0,0,Jul
WNCT,CBS,2017-07-27,Thu,0.017776086316664764,0.1311968304347826,0.1894146591304348,0,0,Jul
WYDO,FOX,2017-07-27,Thu,0.12846329257983408,0.16413292833333332,0.09224133749999999,1,0,Jul
KAEF,ABC,2017-07-28,Fri,-0.02911146373250161,0.1300833331884058,0.3085695284057971,1,0,Jul
KBVU,FOX,2017-07-28,Fri,NA,0.03888017333333334,0.35509388750000004,1,0,Jul
KBZK,CBS,2017-07-28,Fri,-0.006611035148582011,0.22430651563636364,0.1554021489090909,0,0,Jul
KCVU,FOX,2017-07-28,Fri,0.1769749415884713,0.11226322909090909,0.23983321363636362,1,0,Jul
KECI,NBC,2017-07-28,Fri,0.30847740952590214,0.13678654390243902,0.0993792856097561,1,0,Jul
KHSL,CBS,2017-07-28,Fri,0.05549288602703679,0.15184395811594203,0.2744599904347826,0,0,Jul
KNVN,NBC,2017-07-28,Fri,0.07034218657433407,0.15139116387096774,0.2660175050537634,0,0,Jul
KPAX,CBS,2017-07-28,Fri,-0.10250562451605562,0.14887705984375,0.11078744640624999,0,0,Jul
KRBC,NBC,2017-07-28,Fri,0.3859223738327893,0.06493292466666667,0.13246128016666667,0,0,Jul
KRCR,ABC,2017-07-28,Fri,0.034107153520680666,0.1551957248888889,0.2705224473333333,1,0,Jul
KTAB,CBS,2017-07-28,Fri,0.058523680715356706,0.06333710848101266,0.10879067696202532,0,0,Jul
KTMF,ABC,2017-07-28,Fri,0.01687711795093747,0.16062095916666666,0.04127235625,0,0,Jul
KTVM,NBC,2017-07-28,Fri,0.2614698778704225,0.15324762658536584,0.1347193268292683,1,0,Jul
KTXS,ABC,2017-07-28,Fri,-0.10819155601983609,0.10781437779411765,0.0725159311764706,1,0,Jul
KWYB,ABC,2017-07-28,Fri,0.02611447551007418,0.1521815383333333,0.04886455208333333,0,0,Jul
KXVA,FOX,2017-07-28,Fri,NA,0.026117231875,0.056018576875000003,0,0,Jul
WCTI,ABC,2017-07-28,Fri,0.0405883846811195,0.16586777505263156,0.08216228115789474,1,0,Jul
WCYB,NBC,2017-07-28,Fri,0.2115590982754229,0.16578463967391305,0.18317082499999998,1,0,Jul
WEMT,FOX,2017-07-28,Fri,0.20478592618160665,0.18796015263157895,0.24280675315789474,1,0,Jul
WITN,NBC,2017-07-28,Fri,0.12681245583651415,0.17916404207317072,0.0799768331707317,0,0,Jul
WJHL,CBS,2017-07-28,Fri,0.1538325905296271,0.1179213512857143,0.24179673757142855,0,0,Jul
WNCT,CBS,2017-07-28,Fri,0.1407173452391697,0.15722822076086956,0.14486903065217394,0,0,Jul
WYDO,FOX,2017-07-28,Fri,0.13966411970994402,0.140535785,0.08335326958333333,1,0,Jul
KAEF,ABC,2017-07-31,Mon,0.05315785561979685,0.11513160257142857,0.20687413314285713,1,0,Jul
KBVU,FOX,2017-07-31,Mon,NA,0.007491121818181819,0.25370953999999996,1,0,Jul
KBZK,CBS,2017-07-31,Mon,0.16503252444022415,0.1870533433898305,0.1557600393220339,0,0,Jul
KCVU,FOX,2017-07-31,Mon,NA,0.0044926225000000005,0.3634497916666667,1,0,Jul
KECI,NBC,2017-07-31,Mon,0.1581275239652729,0.08958922750000001,0.09514453071428572,1,0,Jul
KHSL,CBS,2017-07-31,Mon,0.11884078791695309,0.12566421188405796,0.23117751333333333,0,0,Jul
KNVN,NBC,2017-07-31,Mon,0.11576727693135452,0.13562246010752688,0.22231499870967741,0,0,Jul
KPAX,CBS,2017-07-31,Mon,0.21968657942846104,0.1613602612903226,0.12242298177419356,0,0,Jul
KRBC,NBC,2017-07-31,Mon,0.19306711171407004,0.16549967266666668,0.09600446599999998,0,0,Jul
KRCR,ABC,2017-07-31,Mon,0.07174956776931973,0.14374773010989012,0.21188627802197801,1,0,Jul
KTAB,CBS,2017-07-31,Mon,0.20457205644108145,0.10386011584415585,0.0981294074025974,0,0,Jul
KTMF,ABC,2017-07-31,Mon,0.05113290238521829,0.16092412772727274,0.06096535727272727,0,0,Jul
KTVM,NBC,2017-07-31,Mon,5.236449733256909e-5,0.11205558012048193,0.08997281771084338,1,0,Jul
KTXS,ABC,2017-07-31,Mon,0.1488465294196255,0.11884463985714286,0.058353877285714284,1,0,Jul
KWYB,ABC,2017-07-31,Mon,0.06714287138035037,0.1739048331818182,0.038184712272727274,0,0,Jul
KXVA,FOX,2017-07-31,Mon,NA,0.025322286190476193,0.08762807428571429,0,0,Jul
WCTI,ABC,2017-07-31,Mon,0.09646762634069378,0.16356904718947368,0.11465797736842105,1,0,Jul
WCYB,NBC,2017-07-31,Mon,0.1512014311651147,0.16178134891304347,0.15210348141304347,1,0,Jul
WEMT,FOX,2017-07-31,Mon,0.08467112148237443,0.1241083695652174,0.20140070782608696,1,0,Jul
WITN,NBC,2017-07-31,Mon,0.12731504298740282,0.17869729531645567,0.12701464151898734,0,0,Jul
WJHL,CBS,2017-07-31,Mon,0.10147219849994694,0.1313093721495327,0.2321789814953271,0,0,Jul
WNCT,CBS,2017-07-31,Mon,0.15959331743668126,0.18156858857142855,0.1059167967032967,0,0,Jul
WYDO,FOX,2017-07-31,Mon,0.10904377498376015,0.21404218835416666,0.09639509933333335,1,0,Jul
KAEF,ABC,2017-08-01,Tue,0.09662731598281676,0.06079981529411765,0.24948891514705882,1,0,Aug
KBVU,FOX,2017-08-01,Tue,NA,0.0016983681818181816,0.25140390272727275,1,0,Aug
KBZK,CBS,2017-08-01,Tue,0.10976128916667699,0.18177760490566036,0.09087551867924527,0,0,Aug
KCVU,FOX,2017-08-01,Tue,NA,0.04358079272727273,0.15368081818181817,1,0,Aug
KECI,NBC,2017-08-01,Tue,0.10253649224665456,0.09873913023809523,0.09336553642857143,1,0,Aug
KHSL,CBS,2017-08-01,Tue,0.07819000266449587,0.1191402619402985,0.2618467008955224,0,0,Aug
KNVN,NBC,2017-08-01,Tue,0.11965831764536922,0.11930947384615384,0.27791855747252747,0,0,Aug
KPAX,CBS,2017-08-01,Tue,0.08035978067176094,0.08080911907692306,0.14514097369230772,0,0,Aug
KRBC,NBC,2017-08-01,Tue,0.22095339999086044,0.08563731098360657,0.0980630937704918,0,0,Aug
KRCR,ABC,2017-08-01,Tue,0.09020145687171946,0.10743863224719102,0.22893972584269662,1,0,Aug
KTAB,CBS,2017-08-01,Tue,0.13651202979745042,0.08237179230769232,0.08918308884615385,0,0,Aug
KTMF,ABC,2017-08-01,Tue,NA,0.0440926932,0.09821083480000001,0,0,Aug
KTVM,NBC,2017-08-01,Tue,0.06089331885299013,0.10863120743902438,0.11790869134146342,1,0,Aug
KTXS,ABC,2017-08-01,Tue,0.09486918859715895,0.09900373735294118,0.10496083235294118,1,0,Aug
KWYB,ABC,2017-08-01,Tue,0.12907120377887044,0.045081833999999994,0.12178394240000001,0,0,Aug
KXVA,FOX,2017-08-01,Tue,NA,0.038964930999999994,0.1144709935,0,0,Aug
WCTI,ABC,2017-08-01,Tue,0.11170290545322915,0.13367743946236557,0.14013836537634408,1,0,Aug
WCYB,NBC,2017-08-01,Tue,0.08460736019535019,0.13398994615384616,0.26397273604395605,1,0,Aug
WEMT,FOX,2017-08-01,Tue,0.09846721943052894,0.16245475125,0.20766155416666665,1,0,Aug
WITN,NBC,2017-08-01,Tue,0.07440413156517828,0.13587752172839507,0.13126379024691356,0,0,Aug
WJHL,CBS,2017-08-01,Tue,0.12494279039439958,0.12404723649999999,0.2436020116,0,0,Aug
WNCT,CBS,2017-08-01,Tue,0.09858796309203234,0.15950418373626374,0.15634320648351646,0,0,Aug
WYDO,FOX,2017-08-01,Tue,0.11543697224882879,0.15368383468085106,0.15294174,1,0,Aug
KAEF,ABC,2017-08-02,Wed,0.13177656383891134,0.08338459873239437,0.20241568253521128,1,0,Aug
KBVU,FOX,2017-08-02,Wed,NA,0.024732974545454547,0.2865489690909091,1,0,Aug
KBZK,CBS,2017-08-02,Wed,0.10878807478549639,0.2120355425423729,0.0915596972881356,0,0,Aug
KCVU,FOX,2017-08-02,Wed,NA,0.06979323181818181,0.25249919,1,0,Aug
KECI,NBC,2017-08-02,Wed,0.09809980563023996,0.02355468231707317,0.09063888573170732,1,0,Aug
KHSL,CBS,2017-08-02,Wed,0.22390942582261633,0.202771164,0.2536355658461538,0,0,Aug
KNVN,NBC,2017-08-02,Wed,0.2497027367479225,0.17402686374999998,0.2665086723863636,0,0,Aug
KPAX,CBS,2017-08-02,Wed,0.1497033281504604,0.11772130096774194,0.11993818274193549,0,0,Aug
KRBC,NBC,2017-08-02,Wed,0.13366490706955453,0.0717341072580645,0.12873410741935482,0,0,Aug
